model_key,model_group,provider,model_id,variant,batch,seed,k,n_reference,n_query,n_parsed,n_correct,accuracy,invalid_rate,normalization_mode,reasoning_tokens,prompt_tokens,completion_tokens,total_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,cache_hit_rate,cost_status,estimated_cost_cny,uncached_upper_bound_cny,status,parse_ok,parse_method,source_file,copied_from,copied_from_sha256,request_extra,copied_from,copied_from_sha256,request_extra,record_level,cotton_n,cotton_correct,cotton_accuracy,dacron_n,dacron_correct,dacron_accuracy,dacron-cotton_n,dacron-cotton_correct,dacron-cotton_accuracy,spandex_n,spandex_correct,spandex_accuracy,silk_n,silk_correct,silk_accuracy,cotton_hemp30_n,cotton_hemp30_correct,cotton_hemp30_accuracy,flax_cotton25_n,flax_cotton25_correct,flax_cotton25_accuracy,poly_pa15_n,poly_pa15_correct,poly_pa15_accuracy
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,100013,0,0,240,240,180,0.75,0.0,none_raw_fft16,128,51638,2560,54198,0,51638,0.0,estimated,0.404767,0.404767,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s100013_k0.json,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k0.json,34e4414388014433c624e4ab9f620345d29b72f4883545f199e5fc21e38c0f96,,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k0.json,34e4414388014433c624e4ab9f620345d29b72f4883545f199e5fc21e38c0f96,,model-batch-seed-k,30,30,1.0,30,0,0.0,30,0,0.0,30,30,1.0,30,30,1.0,30,30,1.0,30,30,1.0,30,30,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,100013,1,8,232,232,231,0.9956896551724138,0.0,reference_zscore,128,43858,2505,46363,0,43858,0.0,estimated,0.352712,0.352712,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s100013_k1.json,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k1.json,1f3a36a4ae8ffc956af351549852f10bd84964e928494dd5c9d0fab5ba6cbf16,,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k1.json,1f3a36a4ae8ffc956af351549852f10bd84964e928494dd5c9d0fab5ba6cbf16,,model-batch-seed-k,29,29,1.0,29,28,0.9655172413793104,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,100013,3,24,216,216,216,1.0,0.0,reference_zscore,128,43727,2317,46044,0,43727,0.0,estimated,0.3467845,0.3467845,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s100013_k3.json,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k3.json,7ced8dfb3da90cc65780be80f4c44fd8588434082ca0d44280eda99eca344a76,,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k3.json,7ced8dfb3da90cc65780be80f4c44fd8588434082ca0d44280eda99eca344a76,,model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,100013,5,40,200,200,200,1.0,0.0,reference_zscore,128,43839,2155,45994,43776,63,0.9985629234243482,estimated,0.1155033,0.3431385,done,True,,results/kimi27_code/A2_fft16_T3_s100013_k5.json,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k5.json,d1e04a5ba69e9e314c9ed69000b460a63f77851e989f82ca27f4b133efae7e86,,k_sweep/results/kimi27_code/A2_fft16_T3_s100013_k5.json,d1e04a5ba69e9e314c9ed69000b460a63f77851e989f82ca27f4b133efae7e86,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T1,7,1,8,232,232,203,0.875,0.0,reference_zscore,128,43693,2504,46197,43648,45,0.9989700867415833,estimated,0.1246429,0.3516125,done,True,indexed_json,results/kimi27_code/A2_fft16_T1_s7_k1.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,0,0.0,29,29,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T1,7,3,24,216,216,216,1.0,0.0,reference_zscore,128,43861,2342,46203,0,43861,0.0,estimated,0.3483305,0.3483305,done,True,indexed_json,results/kimi27_code/A2_fft16_T1_s7_k3.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T1,7,5,40,200,200,200,1.0,0.0,reference_zscore,128,43747,2155,45902,0,43747,0.0,estimated,0.3425405,0.3425405,done,True,indexed_json,results/kimi27_code/A2_fft16_T1_s7_k5.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T2,7,1,8,232,232,232,1.0,0.0,reference_zscore,128,43614,2504,46118,0,43614,0.0,estimated,0.351099,0.351099,done,True,indexed_json,results/kimi27_code/A2_fft16_T2_s7_k1.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T2,7,3,24,216,216,211,0.9768518518518519,0.0,reference_zscore,128,43731,2311,46042,0,43731,0.0,estimated,0.3466485,0.3466485,done,True,indexed_json,results/kimi27_code/A2_fft16_T2_s7_k3.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,27,27,1.0,27,27,1.0,27,22,0.8148148148148148,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T2,7,5,40,200,200,200,1.0,0.0,reference_zscore,128,43674,2155,45829,0,43674,0.0,estimated,0.342066,0.342066,done,True,indexed_json,results/kimi27_code/A2_fft16_T2_s7_k5.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,7,1,8,232,232,174,0.75,0.0,reference_zscore,128,43290,2479,45769,0,43290,0.0,estimated,0.348318,0.348318,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s7_k1.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,0,0.0,29,29,1.0,29,29,1.0,29,0,0.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,7,3,24,216,216,216,1.0,0.0,reference_zscore,128,43855,2317,46172,0,43855,0.0,estimated,0.3476165,0.3476165,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s7_k3.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,7,5,40,200,200,200,1.0,0.0,reference_zscore,128,43848,3236,47084,0,43848,0.0,estimated,0.372384,0.372384,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s7_k5.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T1,42,1,8,232,232,227,0.978448275862069,0.0,reference_zscore,128,43861,2502,46363,0,43861,0.0,estimated,0.3526505,0.3526505,done,True,indexed_json,results/kimi27_code/A2_fft16_T1_s42_k1.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,29,29,1.0,29,29,1.0,29,28,0.9655172413793104,29,29,1.0,29,29,1.0,29,29,1.0,29,25,0.8620689655172413,29,29,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T1,42,3,24,216,216,216,1.0,0.0,reference_zscore,128,43706,2317,46023,0,43706,0.0,estimated,0.346648,0.346648,done,True,indexed_json,results/kimi27_code/A2_fft16_T1_s42_k3.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T1,42,5,40,200,200,200,1.0,0.0,reference_zscore,128,43886,2155,46041,0,43886,0.0,estimated,0.343444,0.343444,done,True,indexed_json,results/kimi27_code/A2_fft16_T1_s42_k5.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T2,42,1,8,232,232,204,0.8793103448275862,0.0,reference_zscore,128,43765,3293,47058,43648,117,0.9973266308694162,estimated,0.1464139,0.3733835,done,True,indexed_json,results/kimi27_code/A2_fft16_T2_s42_k1.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,1,0.034482758620689655,29,29,1.0,29,29,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T2,42,3,24,216,216,216,1.0,0.0,reference_zscore,128,43896,2317,46213,0,43896,0.0,estimated,0.347883,0.347883,done,True,indexed_json,results/kimi27_code/A2_fft16_T2_s42_k3.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T2,42,5,40,200,200,193,0.965,0.0,reference_zscore,128,43825,2141,45966,43776,49,0.9988819167142042,estimated,0.1150343,0.3426695,done,True,indexed_json,results/kimi27_code/A2_fft16_T2_s42_k5.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,25,25,1.0,25,25,1.0,25,18,0.72,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,42,1,8,232,232,232,1.0,0.0,reference_zscore,128,43733,2479,46212,0,43733,0.0,estimated,0.3511975,0.3511975,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s42_k1.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,42,3,24,216,216,216,1.0,0.0,reference_zscore,128,43724,2317,46041,0,43724,0.0,estimated,0.346765,0.346765,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s42_k3.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
kimi27_code,"Kimi K2.7 Code (SF, forced reasoning; low requested)",siliconflow,moonshotai/Kimi-K2.7-Code,A2_fft16,T3,42,5,40,200,200,200,1.0,0.0,reference_zscore,128,43804,2155,45959,0,43804,0.0,estimated,0.342911,0.342911,done,True,indexed_json,results/kimi27_code/A2_fft16_T3_s42_k5.json,,,{'thinking_budget': 128},,,{'thinking_budget': 128},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,100013,0,0,240,240,81,0.3375,0.0,none_raw_fft16,0,63661,3150,66811,0,63661,0.0,estimated,0.381305,0.381305,done,True,indexed_json,results/longcat20/A2_fft16_T1_s100013_k0.json,k_sweep/results/longcat20/A2_fft16_T1_s100013_k0.json,97108a27b2483c0a14b17ebbff7d383090ba9845ca77c4ecad1e9a852c5b0699,,k_sweep/results/longcat20/A2_fft16_T1_s100013_k0.json,97108a27b2483c0a14b17ebbff7d383090ba9845ca77c4ecad1e9a852c5b0699,,model-batch-seed-k,30,30,1.0,30,21,0.7,30,0,0.0,30,0,0.0,30,0,0.0,30,0,0.0,30,0,0.0,30,30,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,100013,1,8,232,232,232,1.0,0.0,reference_zscore,0,51771,3024,54795,0,51771,0.0,estimated,0.319335,0.319335,done,True,indexed_json,results/longcat20/A2_fft16_T1_s100013_k1.json,k_sweep/results/longcat20/A2_fft16_T1_s100013_k1.json,6822d0e9033672ac89197b203c00b568d1b3267eda148bf4ab7479aedee10b27,,k_sweep/results/longcat20/A2_fft16_T1_s100013_k1.json,6822d0e9033672ac89197b203c00b568d1b3267eda148bf4ab7479aedee10b27,,model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,100013,3,24,216,216,216,1.0,0.0,reference_zscore,0,51699,2808,54507,0,51699,0.0,estimated,0.314655,0.314655,done,True,indexed_json,results/longcat20/A2_fft16_T1_s100013_k3.json,k_sweep/results/longcat20/A2_fft16_T1_s100013_k3.json,93c2c984ca4e4eface6e19234eedc27e98e52e2afbf5701f3ff7c6db2415d040,,k_sweep/results/longcat20/A2_fft16_T1_s100013_k3.json,93c2c984ca4e4eface6e19234eedc27e98e52e2afbf5701f3ff7c6db2415d040,,model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,100013,5,40,200,200,200,1.0,0.0,reference_zscore,0,51679,2592,54271,0,51679,0.0,estimated,0.310235,0.310235,done,True,,results/longcat20/A2_fft16_T1_s100013_k5.json,k_sweep/results/longcat20/A2_fft16_T1_s100013_k5.json,8e0492fed9bc878e525e21cf7076fce9d6966680923013db23210d655d19faa2,,k_sweep/results/longcat20/A2_fft16_T1_s100013_k5.json,8e0492fed9bc878e525e21cf7076fce9d6966680923013db23210d655d19faa2,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,100013,0,0,240,240,210,0.875,0.0,none_raw_fft16,0,63325,3072,66397,0,63325,0.0,estimated,0.378065,0.378065,done,True,indexed_json,results/longcat20/A2_fft16_T2_s100013_k0.json,k_sweep/results/longcat20/A2_fft16_T2_s100013_k0.json,4b1cd1b872ff57c75ef00906d2795d31c31a0a07b8038ca2f253501d345e8975,,k_sweep/results/longcat20/A2_fft16_T2_s100013_k0.json,4b1cd1b872ff57c75ef00906d2795d31c31a0a07b8038ca2f253501d345e8975,,model-batch-seed-k,30,30,1.0,30,30,1.0,30,0,0.0,30,30,1.0,30,30,1.0,30,30,1.0,30,30,1.0,30,30,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,100013,1,8,232,232,232,1.0,0.0,reference_zscore,0,51807,3024,54831,0,51807,0.0,estimated,0.319515,0.319515,done,True,indexed_json,results/longcat20/A2_fft16_T2_s100013_k1.json,k_sweep/results/longcat20/A2_fft16_T2_s100013_k1.json,e72ef27a1dbc032bb1e4fd6a005ec5fb0250bc9e5dcc30053cf9460cae68f364,,k_sweep/results/longcat20/A2_fft16_T2_s100013_k1.json,e72ef27a1dbc032bb1e4fd6a005ec5fb0250bc9e5dcc30053cf9460cae68f364,,model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,100013,3,24,216,216,216,1.0,0.0,reference_zscore,0,51829,2808,54637,0,51829,0.0,estimated,0.315305,0.315305,done,True,indexed_json,results/longcat20/A2_fft16_T2_s100013_k3.json,k_sweep/results/longcat20/A2_fft16_T2_s100013_k3.json,57e517164e15afbd895c791c8b4bd5c0776c7ba6aab1a1eb2de4119c6a04b9c2,,k_sweep/results/longcat20/A2_fft16_T2_s100013_k3.json,57e517164e15afbd895c791c8b4bd5c0776c7ba6aab1a1eb2de4119c6a04b9c2,,model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,100013,5,40,200,200,200,1.0,0.0,reference_zscore,0,51742,2592,54334,0,51742,0.0,estimated,0.31055,0.31055,done,True,,results/longcat20/A2_fft16_T2_s100013_k5.json,k_sweep/results/longcat20/A2_fft16_T2_s100013_k5.json,2df7b507503fd07623d914707c82aff725de7e5cc8c57c32ab59d2265c59e1cd,,k_sweep/results/longcat20/A2_fft16_T2_s100013_k5.json,2df7b507503fd07623d914707c82aff725de7e5cc8c57c32ab59d2265c59e1cd,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,100013,0,0,240,240,30,0.125,0.0,none_raw_fft16,0,62862,3132,65994,0,62862,0.0,estimated,0.37695,0.37695,done,True,indexed_json,results/longcat20/A2_fft16_T3_s100013_k0.json,k_sweep/results/longcat20/A2_fft16_T3_s100013_k0.json,a2faf317d5a235156bd4888a7a4256a0c5020585c75a42b1ec59dc4ca24cc2c3,,k_sweep/results/longcat20/A2_fft16_T3_s100013_k0.json,a2faf317d5a235156bd4888a7a4256a0c5020585c75a42b1ec59dc4ca24cc2c3,,model-batch-seed-k,30,0,0.0,30,0,0.0,30,0,0.0,30,30,1.0,30,0,0.0,30,0,0.0,30,0,0.0,30,0,0.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,100013,1,8,232,232,232,1.0,0.0,reference_zscore,0,51810,3024,54834,0,51810,0.0,estimated,0.31953,0.31953,done,True,indexed_json,results/longcat20/A2_fft16_T3_s100013_k1.json,k_sweep/results/longcat20/A2_fft16_T3_s100013_k1.json,f01bd1cd94511316e5d2539dd808161001ab725ba976164be4d1370bc7fe7415,,k_sweep/results/longcat20/A2_fft16_T3_s100013_k1.json,f01bd1cd94511316e5d2539dd808161001ab725ba976164be4d1370bc7fe7415,,model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,100013,3,24,216,216,216,1.0,0.0,reference_zscore,0,51650,2808,54458,0,51650,0.0,estimated,0.31441,0.31441,done,True,indexed_json,results/longcat20/A2_fft16_T3_s100013_k3.json,k_sweep/results/longcat20/A2_fft16_T3_s100013_k3.json,3bbff0994faaa57f686948d2fd1209f9e9b9d732362f152bf4cdd2c1ad29943f,,k_sweep/results/longcat20/A2_fft16_T3_s100013_k3.json,3bbff0994faaa57f686948d2fd1209f9e9b9d732362f152bf4cdd2c1ad29943f,,model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,100013,5,40,200,200,200,1.0,0.0,reference_zscore,0,51763,2592,54355,0,51763,0.0,estimated,0.310655,0.310655,done,True,,results/longcat20/A2_fft16_T3_s100013_k5.json,k_sweep/results/longcat20/A2_fft16_T3_s100013_k5.json,4254e8549460ce2a8c98e59fb57f5995bce9af2fa97d6c49b2cbaccc818d2cb1,,k_sweep/results/longcat20/A2_fft16_T3_s100013_k5.json,4254e8549460ce2a8c98e59fb57f5995bce9af2fa97d6c49b2cbaccc818d2cb1,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,7,1,8,232,232,174,0.75,0.0,reference_zscore,0,51732,3086,54818,0,51732,0.0,estimated,0.32038,0.32038,done,True,indexed_json,results/longcat20/A2_fft16_T1_s7_k1.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,0,0.0,29,0,0.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,7,3,24,216,216,216,1.0,0.0,reference_zscore,0,51820,2812,54632,0,51820,0.0,estimated,0.31534,0.31534,done,True,indexed_json,results/longcat20/A2_fft16_T1_s7_k3.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T1,7,5,40,200,200,200,1.0,0.0,reference_zscore,0,51753,2592,54345,0,51753,0.0,estimated,0.310605,0.310605,done,True,indexed_json,results/longcat20/A2_fft16_T1_s7_k5.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,7,1,8,232,232,204,0.8793103448275862,0.0,reference_zscore,0,51601,3080,54681,0,51601,0.0,estimated,0.319605,0.319605,done,True,indexed_json,results/longcat20/A2_fft16_T2_s7_k1.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,1,0.034482758620689655,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,7,3,24,216,216,216,1.0,0.0,reference_zscore,0,51748,2808,54556,0,51748,0.0,estimated,0.3149,0.3149,done,True,indexed_json,results/longcat20/A2_fft16_T2_s7_k3.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T2,7,5,40,200,200,200,1.0,0.0,reference_zscore,0,51672,2592,54264,0,51672,0.0,estimated,0.3102,0.3102,done,True,indexed_json,results/longcat20/A2_fft16_T2_s7_k5.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,7,1,8,232,232,232,1.0,0.0,reference_zscore,0,50893,3024,53917,0,50893,0.0,estimated,0.314945,0.314945,done,True,indexed_json,results/longcat20/A2_fft16_T3_s7_k1.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,7,3,24,216,216,211,0.9768518518518519,0.0,reference_zscore,0,51803,2808,54611,0,51803,0.0,estimated,0.315175,0.315175,done,True,indexed_json,results/longcat20/A2_fft16_T3_s7_k3.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,27,22,0.8148148148148148,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
longcat20,"LongCat-2.0 (SF, non-thinking requested)",siliconflow,meituan-longcat/LongCat-2.0,A2_fft16,T3,7,5,40,200,200,195,0.975,0.0,reference_zscore,0,51723,2592,54315,0,51723,0.0,estimated,0.310455,0.310455,done,True,indexed_json,results/longcat20/A2_fft16_T3_s7_k5.json,,,{'enable_thinking': False},,,{'enable_thinking': False},model-batch-seed-k,25,20,0.8,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
